run,R,S,T,P,noise,prob_end,repetitions,turns,n_strategies,selected_strategies
808,3.92,0.96,4.99,1.48,0.08,0.0,77,106,13,"Cycler DC|Tit For Tat|Soft Joss: 0.9|Evolved FSM 16|Evolved HMM 5|Meta Winner: 12 players|DoubleCrosser: (D, D)|Suspicious Tit For Tat|GTFT: 0.33|Defector|ZD-GTFT-2: 0.25, 0.5|Cooperator|Random: 0.5"
809,3.6,2.3,4.09,2.82,0.08,0.09,18,7,14,"GTFT: 0.33|Meta Mixer: 12 players|ZD-Extort-2: 0.1111111111111111, 0.5|Anti Tit For Tat|Evolved HMM 5|Alternator|Cycler DC|Tit For Tat|DoubleCrosser: (D, D)|Meta Winner: 12 players|Bully|Grudger|ZD-GTFT-2: 0.25, 0.5|Random: 0.5"
810,3.1,0.54,4.37,2.78,0.04,0.06,39,147,6,"Suspicious Tit For Tat|Tit For 2 Tats|ZD-Extort-2: 0.1111111111111111, 0.5|Bully|Random: 0.5|Defector"
811,4.07,1.14,5.44,1.57,0.09,0.08,54,33,14,"Evolved FSM 16|Grudger|Suspicious Tit For Tat|Tit For Tat|Cycler DC|Defector|ZD-GTFT-2: 0.25, 0.5|GTFT: 0.33|Meta Mixer: 13 players|Tit For 2 Tats|Evolved HMM 5|Cooperator|Win-Stay Lose-Shift|Soft Joss: 0.9"
812,4.56,3.09,5.71,3.95,0.02,0.04,26,59,16,"DoubleCrosser: (D, D)|Bully|ZD-Extort-2: 0.1111111111111111, 0.5|Grudger|Anti Tit For Tat|Random: 0.5|Tit For 2 Tats|ZD-GTFT-2: 0.25, 0.5|Alternator|Win-Shift Lose-Stay: D|Tit For Tat|Meta Winner: 14 players|Evolved FSM 16|Meta Mixer: 14 players|Suspicious Tit For Tat|Cycler DC"
813,4.88,3.2,5.0,3.97,0.08,0.02,14,26,3,Random: 0.5|Cooperator|Cycler DC
814,4.78,1.74,5.11,3.11,0.1,0.07,73,171,16,"Win-Shift Lose-Stay: D|ZD-GTFT-2: 0.25, 0.5|Meta Winner: 14 players|Tit For 2 Tats|Random: 0.5|Suspicious Tit For Tat|GTFT: 0.33|Tit For Tat|Evolved HMM 5|Cycler DC|Bully|Grudger|Cooperator|Win-Stay Lose-Shift|Meta Mixer: 14 players|Anti Tit For Tat"
815,5.59,2.11,5.9,3.33,0.08,0.03,29,89,20,"Meta Winner: 18 players|Evolved HMM 5|Cycler DC|Defector|Meta Mixer: 18 players|Grudger|Tit For 2 Tats|Alternator|Suspicious Tit For Tat|Bully|Win-Stay Lose-Shift|ZD-GTFT-2: 0.25, 0.5|Cooperator|GTFT: 0.33|Soft Joss: 0.9|ZD-Extort-2: 0.1111111111111111, 0.5|Anti Tit For Tat|DoubleCrosser: (D, D)|Win-Shift Lose-Stay: D|Tit For Tat"
816,3.26,1.19,4.24,1.34,0.01,0.08,32,103,4,"ZD-Extort-2: 0.1111111111111111, 0.5|Win-Stay Lose-Shift|Meta Winner: 3 players|Tit For 2 Tats"
817,4.04,0.89,4.46,2.44,0.01,0.07,70,12,14,"GTFT: 0.33|Win-Shift Lose-Stay: D|Evolved HMM 5|Bully|Defector|Evolved FSM 16|Grudger|Anti Tit For Tat|Suspicious Tit For Tat|Random: 0.5|Cycler DC|Soft Joss: 0.9|Meta Winner: 13 players|ZD-GTFT-2: 0.25, 0.5"
818,3.44,0.18,4.9,2.96,0.08,0.08,12,65,8,"DoubleCrosser: (D, D)|Defector|Alternator|Bully|Random: 0.5|Cooperator|Cycler DC|Grudger"
819,3.78,2.18,4.49,3.52,0.05,0.06,68,104,4,"Evolved HMM 5|ZD-Extort-2: 0.1111111111111111, 0.5|Random: 0.5|Suspicious Tit For Tat"
820,2.92,0.63,4.15,2.71,0.08,0.1,33,34,17,"Meta Mixer: 16 players|Tit For 2 Tats|Alternator|Soft Joss: 0.9|GTFT: 0.33|ZD-Extort-2: 0.1111111111111111, 0.5|Random: 0.5|ZD-GTFT-2: 0.25, 0.5|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|Defector|Cooperator|Evolved HMM 5|Cycler DC|Win-Stay Lose-Shift|Evolved FSM 16|DoubleCrosser: (D, D)"
821,3.68,0.35,4.18,1.88,0.1,0.07,84,164,13,"Defector|Tit For Tat|Cooperator|Cycler DC|Anti Tit For Tat|Meta Winner: 11 players|Evolved FSM 16|Win-Stay Lose-Shift|ZD-GTFT-2: 0.25, 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|Alternator|Tit For 2 Tats|Meta Mixer: 11 players"
822,4.21,0.76,4.28,2.49,0.05,0.08,73,103,12,"Evolved HMM 5|Soft Joss: 0.9|Meta Winner: 10 players|Meta Mixer: 10 players|Win-Stay Lose-Shift|Bully|DoubleCrosser: (D, D)|Random: 0.5|Cooperator|Suspicious Tit For Tat|Defector|Tit For 2 Tats"
823,2.99,1.12,4.81,2.39,0.0,0.07,44,145,16,"Evolved FSM 16|Defector|Soft Joss: 0.9|Meta Winner: 14 players|Bully|Cooperator|Grudger|ZD-GTFT-2: 0.25, 0.5|Win-Stay Lose-Shift|Random: 0.5|Suspicious Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|Meta Mixer: 14 players|GTFT: 0.33|Alternator|DoubleCrosser: (D, D)"
824,3.28,0.38,4.74,1.02,0.01,0.05,69,106,9,"DoubleCrosser: (D, D)|Win-Stay Lose-Shift|Tit For Tat|Bully|GTFT: 0.33|Meta Mixer: 8 players|ZD-GTFT-2: 0.25, 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|Suspicious Tit For Tat"
825,2.76,0.54,4.7,2.16,0.1,0.08,47,191,10,"Win-Stay Lose-Shift|Win-Shift Lose-Stay: D|Bully|Meta Winner: 9 players|Cooperator|Tit For 2 Tats|Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|Evolved HMM 5|ZD-GTFT-2: 0.25, 0.5"
826,3.48,0.68,4.57,1.67,0.0,0.08,94,180,20,"Defector|Cycler DC|Tit For Tat|Anti Tit For Tat|GTFT: 0.33|ZD-Extort-2: 0.1111111111111111, 0.5|DoubleCrosser: (D, D)|Bully|Win-Stay Lose-Shift|Grudger|Evolved FSM 16|Cooperator|Random: 0.5|Win-Shift Lose-Stay: D|Meta Mixer: 18 players|Alternator|Evolved HMM 5|Meta Winner: 18 players|Suspicious Tit For Tat|ZD-GTFT-2: 0.25, 0.5"
827,4.02,1.58,4.35,3.3,0.03,0.09,54,50,12,"Meta Mixer: 11 players|DoubleCrosser: (D, D)|Grudger|GTFT: 0.33|Random: 0.5|Cycler DC|ZD-Extort-2: 0.1111111111111111, 0.5|Alternator|Cooperator|Soft Joss: 0.9|Tit For 2 Tats|ZD-GTFT-2: 0.25, 0.5"
828,3.11,1.52,4.56,1.64,0.01,0.06,82,14,3,Cycler DC|Grudger|Cooperator
829,5.22,1.92,5.72,3.23,0.02,0.06,90,174,18,"Alternator|ZD-GTFT-2: 0.25, 0.5|DoubleCrosser: (D, D)|Bully|Suspicious Tit For Tat|Evolved HMM 5|Win-Shift Lose-Stay: D|Grudger|Defector|Random: 0.5|Cycler DC|Cooperator|Soft Joss: 0.9|Evolved FSM 16|Meta Mixer: 16 players|GTFT: 0.33|Anti Tit For Tat|Meta Winner: 16 players"
830,4.0,0.13,4.14,2.65,0.02,0.09,34,105,8,Meta Winner: 6 players|Cycler DC|Anti Tit For Tat|Tit For Tat|Suspicious Tit For Tat|Win-Stay Lose-Shift|Soft Joss: 0.9|Meta Mixer: 6 players
831,2.96,0.04,4.37,2.29,0.02,0.05,84,107,19,"Meta Winner: 17 players|Tit For 2 Tats|ZD-GTFT-2: 0.25, 0.5|Alternator|Anti Tit For Tat|GTFT: 0.33|Cycler DC|Win-Stay Lose-Shift|DoubleCrosser: (D, D)|Random: 0.5|Suspicious Tit For Tat|Soft Joss: 0.9|Evolved HMM 5|Bully|Evolved FSM 16|Defector|Grudger|Cooperator|Meta Mixer: 17 players"
832,3.77,2.28,4.36,3.02,0.08,0.02,27,134,7,Evolved FSM 16|Tit For Tat|Alternator|Cycler DC|Meta Winner: 6 players|Evolved HMM 5|GTFT: 0.33
833,4.78,1.59,4.8,1.81,0.02,0.02,42,105,17,"Soft Joss: 0.9|Bully|Cooperator|DoubleCrosser: (D, D)|Meta Winner: 15 players|Grudger|Alternator|Tit For Tat|Evolved HMM 5|Suspicious Tit For Tat|Meta Mixer: 15 players|ZD-GTFT-2: 0.25, 0.5|Win-Stay Lose-Shift|Defector|Win-Shift Lose-Stay: D|Anti Tit For Tat|GTFT: 0.33"
834,2.59,0.09,4.11,1.59,0.09,0.02,39,189,21,"ZD-GTFT-2: 0.25, 0.5|Win-Shift Lose-Stay: D|Random: 0.5|Defector|Tit For Tat|Alternator|Suspicious Tit For Tat|Cycler DC|Grudger|Tit For 2 Tats|Bully|ZD-Extort-2: 0.1111111111111111, 0.5|DoubleCrosser: (D, D)|Meta Mixer: 19 players|Soft Joss: 0.9|Cooperator|GTFT: 0.33|Meta Winner: 19 players|Evolved HMM 5|Evolved FSM 16|Anti Tit For Tat"
835,4.35,1.75,4.83,3.21,0.07,0.1,70,165,18,"GTFT: 0.33|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)|Cooperator|Defector|Meta Mixer: 16 players|Anti Tit For Tat|Suspicious Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Meta Winner: 16 players|ZD-Extort-2: 0.1111111111111111, 0.5|Evolved HMM 5|Grudger|Tit For Tat|Bully|Soft Joss: 0.9|Evolved FSM 16|Tit For 2 Tats"
836,3.38,1.7,4.31,2.91,0.07,0.04,78,73,11,"ZD-Extort-2: 0.1111111111111111, 0.5|Cycler DC|Tit For Tat|Random: 0.5|Evolved FSM 16|Suspicious Tit For Tat|Soft Joss: 0.9|Win-Stay Lose-Shift|Tit For 2 Tats|Anti Tit For Tat|Bully"
837,3.5,0.55,4.92,1.59,0.07,0.04,88,13,5,Soft Joss: 0.9|Anti Tit For Tat|Random: 0.5|Win-Stay Lose-Shift|Meta Mixer: 4 players
838,4.32,1.28,5.87,2.17,0.06,0.03,55,46,22,"GTFT: 0.33|Cooperator|Random: 0.5|Meta Mixer: 20 players|Defector|ZD-GTFT-2: 0.25, 0.5|Cycler DC|Soft Joss: 0.9|Tit For Tat|Suspicious Tit For Tat|Grudger|Evolved FSM 16|Evolved HMM 5|Win-Stay Lose-Shift|DoubleCrosser: (D, D)|Anti Tit For Tat|Tit For 2 Tats|Alternator|Bully|ZD-Extort-2: 0.1111111111111111, 0.5|Meta Winner: 20 players|Win-Shift Lose-Stay: D"
839,4.22,2.14,4.52,2.23,0.09,0.07,10,178,20,"Suspicious Tit For Tat|Meta Winner: 19 players|Win-Stay Lose-Shift|Evolved FSM 16|Evolved HMM 5|Soft Joss: 0.9|Alternator|Cycler DC|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)|Tit For Tat|Tit For 2 Tats|ZD-GTFT-2: 0.25, 0.5|Defector|Random: 0.5|Bully|Cooperator|Grudger|Anti Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5"
840,4.28,1.14,5.72,2.24,0.03,0.06,50,49,17,"Random: 0.5|Win-Shift Lose-Stay: D|Evolved FSM 16|Defector|Tit For 2 Tats|DoubleCrosser: (D, D)|Suspicious Tit For Tat|Bully|Win-Stay Lose-Shift|Grudger|Evolved HMM 5|Meta Winner: 16 players|Cooperator|Cycler DC|Soft Joss: 0.9|ZD-Extort-2: 0.1111111111111111, 0.5|GTFT: 0.33"
841,2.97,0.96,4.31,2.75,0.01,0.08,27,8,14,"Evolved HMM 5|Defector|Cycler DC|Meta Winner: 12 players|Win-Stay Lose-Shift|Cooperator|Bully|Meta Mixer: 12 players|DoubleCrosser: (D, D)|Tit For 2 Tats|Suspicious Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|Alternator|Random: 0.5"
842,4.08,0.72,5.33,1.08,0.03,0.02,23,58,20,"Anti Tit For Tat|Meta Winner: 18 players|Win-Shift Lose-Stay: D|Evolved HMM 5|ZD-GTFT-2: 0.25, 0.5|Tit For Tat|Defector|Meta Mixer: 18 players|DoubleCrosser: (D, D)|GTFT: 0.33|Soft Joss: 0.9|Bully|Tit For 2 Tats|Grudger|Win-Stay Lose-Shift|Suspicious Tit For Tat|Alternator|ZD-Extort-2: 0.1111111111111111, 0.5|Cycler DC|Cooperator"
843,4.94,2.05,5.33,3.8,0.09,0.05,78,128,15,"Win-Stay Lose-Shift|Alternator|Cooperator|Evolved HMM 5|Evolved FSM 16|ZD-Extort-2: 0.1111111111111111, 0.5|GTFT: 0.33|Cycler DC|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)|Meta Mixer: 13 players|Suspicious Tit For Tat|Soft Joss: 0.9|Meta Winner: 13 players|Bully"
844,3.58,1.51,5.14,3.41,0.05,0.02,50,134,13,"Tit For 2 Tats|Meta Mixer: 11 players|Meta Winner: 11 players|Win-Stay Lose-Shift|Evolved FSM 16|Evolved HMM 5|Cooperator|ZD-Extort-2: 0.1111111111111111, 0.5|Suspicious Tit For Tat|Grudger|Bully|Random: 0.5|Cycler DC"
845,4.36,0.95,4.43,1.95,0.05,0.09,99,29,5,"Random: 0.5|Evolved FSM 16|Soft Joss: 0.9|Cycler DC|DoubleCrosser: (D, D)"
846,3.89,1.59,5.18,2.77,0.05,0.07,75,179,9,"Cooperator|ZD-GTFT-2: 0.25, 0.5|Alternator|Anti Tit For Tat|Tit For Tat|DoubleCrosser: (D, D)|ZD-Extort-2: 0.1111111111111111, 0.5|Suspicious Tit For Tat|Evolved FSM 16"
847,3.69,1.53,4.09,1.73,0.09,0.05,10,91,20,"Defector|DoubleCrosser: (D, D)|Evolved FSM 16|Meta Winner: 18 players|Anti Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Soft Joss: 0.9|Suspicious Tit For Tat|Win-Shift Lose-Stay: D|Grudger|Random: 0.5|Bully|Tit For Tat|Tit For 2 Tats|Cooperator|Meta Mixer: 18 players|ZD-Extort-2: 0.1111111111111111, 0.5|Evolved HMM 5|Cycler DC|GTFT: 0.33"
848,3.18,0.25,4.43,2.96,0.03,0.01,90,139,15,"Defector|Tit For 2 Tats|Soft Joss: 0.9|Cooperator|Tit For Tat|DoubleCrosser: (D, D)|Win-Stay Lose-Shift|Meta Mixer: 14 players|Anti Tit For Tat|Alternator|ZD-Extort-2: 0.1111111111111111, 0.5|Evolved HMM 5|Bully|Win-Shift Lose-Stay: D|Random: 0.5"
849,2.54,0.19,4.4,1.94,0.05,0.05,38,90,8,"Soft Joss: 0.9|Evolved FSM 16|Bully|ZD-Extort-2: 0.1111111111111111, 0.5|Random: 0.5|GTFT: 0.33|Alternator|Suspicious Tit For Tat"
850,3.89,1.37,5.91,2.11,0.04,0.06,57,149,8,"Alternator|Meta Mixer: 7 players|ZD-GTFT-2: 0.25, 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|Cooperator|Win-Shift Lose-Stay: D|Tit For Tat|Tit For 2 Tats"
851,4.05,1.1,4.23,3.12,0.06,0.06,78,165,10,"ZD-GTFT-2: 0.25, 0.5|Win-Stay Lose-Shift|Grudger|Random: 0.5|Defector|Alternator|Cycler DC|Evolved FSM 16|Suspicious Tit For Tat|DoubleCrosser: (D, D)"
852,4.61,0.94,4.74,2.44,0.02,0.09,83,25,7,"GTFT: 0.33|Soft Joss: 0.9|Suspicious Tit For Tat|Win-Stay Lose-Shift|ZD-Extort-2: 0.1111111111111111, 0.5|Defector|Meta Winner: 6 players"
853,3.6,1.73,4.65,2.75,0.0,0.04,48,35,21,"Evolved FSM 16|Alternator|Soft Joss: 0.9|Win-Shift Lose-Stay: D|Random: 0.5|Cycler DC|DoubleCrosser: (D, D)|Suspicious Tit For Tat|Win-Stay Lose-Shift|ZD-Extort-2: 0.1111111111111111, 0.5|Anti Tit For Tat|Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Meta Winner: 19 players|GTFT: 0.33|Meta Mixer: 19 players|Tit For 2 Tats|Evolved HMM 5|Cooperator|Grudger|Bully"
854,2.88,1.23,4.51,2.16,0.04,0.01,75,50,22,"ZD-Extort-2: 0.1111111111111111, 0.5|Win-Stay Lose-Shift|Cooperator|DoubleCrosser: (D, D)|Soft Joss: 0.9|Tit For Tat|Meta Mixer: 20 players|Evolved HMM 5|Meta Winner: 20 players|Win-Shift Lose-Stay: D|GTFT: 0.33|Defector|Evolved FSM 16|Suspicious Tit For Tat|Anti Tit For Tat|Random: 0.5|Bully|Cycler DC|Alternator|ZD-GTFT-2: 0.25, 0.5|Grudger|Tit For 2 Tats"
855,3.22,1.27,4.02,2.47,0.04,0.0,31,31,4,Defector|Tit For 2 Tats|Cycler DC|Soft Joss: 0.9
856,3.11,1.31,4.04,1.57,0.04,0.01,38,1,20,"ZD-GTFT-2: 0.25, 0.5|Evolved HMM 5|Meta Winner: 18 players|Suspicious Tit For Tat|Anti Tit For Tat|GTFT: 0.33|Random: 0.5|Cycler DC|ZD-Extort-2: 0.1111111111111111, 0.5|Win-Shift Lose-Stay: D|Tit For 2 Tats|Cooperator|Win-Stay Lose-Shift|Tit For Tat|Soft Joss: 0.9|Meta Mixer: 18 players|Defector|Alternator|Bully|Evolved FSM 16"
857,4.42,1.45,5.36,3.6,0.06,0.09,86,92,9,"Alternator|Grudger|Tit For 2 Tats|Win-Stay Lose-Shift|Cooperator|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|DoubleCrosser: (D, D)|Tit For Tat"
858,2.9,0.11,4.41,2.31,0.03,0.03,42,34,22,"Evolved FSM 16|Anti Tit For Tat|Tit For 2 Tats|Random: 0.5|Win-Shift Lose-Stay: D|GTFT: 0.33|DoubleCrosser: (D, D)|ZD-GTFT-2: 0.25, 0.5|Suspicious Tit For Tat|Defector|Bully|Cycler DC|Alternator|Evolved HMM 5|Grudger|Soft Joss: 0.9|Meta Mixer: 20 players|Win-Stay Lose-Shift|Tit For Tat|Meta Winner: 20 players|Cooperator|ZD-Extort-2: 0.1111111111111111, 0.5"
859,4.12,0.63,4.27,3.4,0.09,0.01,11,85,10,Suspicious Tit For Tat|Meta Mixer: 8 players|Win-Stay Lose-Shift|Soft Joss: 0.9|Alternator|Win-Shift Lose-Stay: D|Random: 0.5|Cycler DC|Tit For Tat|Meta Winner: 8 players
860,2.75,0.88,4.61,2.37,0.02,0.04,31,25,10,"ZD-GTFT-2: 0.25, 0.5|Tit For Tat|GTFT: 0.33|Alternator|Random: 0.5|Bully|Cycler DC|Meta Winner: 9 players|Defector|Grudger"
861,4.41,1.73,5.29,3.11,0.07,0.03,51,44,8,Evolved HMM 5|Win-Stay Lose-Shift|Defector|Grudger|Cycler DC|GTFT: 0.33|Cooperator|Suspicious Tit For Tat
862,3.12,1.25,4.23,2.04,0.04,0.01,16,136,4,Grudger|Win-Stay Lose-Shift|Evolved FSM 16|Bully
863,3.14,0.36,4.52,1.58,0.04,0.02,28,77,17,"ZD-Extort-2: 0.1111111111111111, 0.5|Win-Stay Lose-Shift|Cooperator|Soft Joss: 0.9|Evolved FSM 16|Grudger|Meta Mixer: 15 players|Meta Winner: 15 players|Tit For 2 Tats|Random: 0.5|Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Cycler DC|DoubleCrosser: (D, D)|GTFT: 0.33|Alternator|Bully"
864,3.26,0.21,4.46,1.07,0.05,0.04,18,177,9,"Tit For Tat|Meta Mixer: 8 players|ZD-Extort-2: 0.1111111111111111, 0.5|Defector|DoubleCrosser: (D, D)|Anti Tit For Tat|Random: 0.5|Win-Shift Lose-Stay: D|Soft Joss: 0.9"
865,3.28,0.41,4.35,1.45,0.06,0.02,97,17,13,"Defector|Cooperator|Soft Joss: 0.9|Win-Stay Lose-Shift|DoubleCrosser: (D, D)|GTFT: 0.33|Suspicious Tit For Tat|Evolved FSM 16|Meta Winner: 11 players|Grudger|Meta Mixer: 11 players|Tit For Tat|Win-Shift Lose-Stay: D"
866,3.07,0.99,4.1,2.79,0.07,0.02,45,98,18,"Bully|Random: 0.5|Soft Joss: 0.9|Tit For 2 Tats|Defector|Evolved HMM 5|Meta Winner: 16 players|Cycler DC|Cooperator|DoubleCrosser: (D, D)|Suspicious Tit For Tat|Meta Mixer: 16 players|Win-Stay Lose-Shift|Evolved FSM 16|Grudger|ZD-GTFT-2: 0.25, 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|GTFT: 0.33"
867,3.49,1.3,5.11,2.44,0.02,0.09,100,88,8,"Cooperator|Bully|ZD-GTFT-2: 0.25, 0.5|DoubleCrosser: (D, D)|ZD-Extort-2: 0.1111111111111111, 0.5|Win-Stay Lose-Shift|Evolved FSM 16|Meta Mixer: 7 players"
868,3.59,1.19,4.14,2.2,0.07,0.07,90,19,7,"Win-Stay Lose-Shift|ZD-Extort-2: 0.1111111111111111, 0.5|ZD-GTFT-2: 0.25, 0.5|Suspicious Tit For Tat|Soft Joss: 0.9|Bully|Evolved FSM 16"
869,2.67,0.59,4.03,1.97,0.1,0.09,22,69,9,"DoubleCrosser: (D, D)|Random: 0.5|Defector|ZD-Extort-2: 0.1111111111111111, 0.5|Tit For 2 Tats|Evolved HMM 5|Cooperator|Anti Tit For Tat|Bully"
870,4.2,0.84,5.45,1.67,0.08,0.08,24,199,5,"Evolved HMM 5|Tit For Tat|Evolved FSM 16|Random: 0.5|ZD-GTFT-2: 0.25, 0.5"
871,4.69,3.01,5.64,3.28,0.1,0.07,90,43,6,Soft Joss: 0.9|Meta Winner: 5 players|Evolved HMM 5|Anti Tit For Tat|Grudger|GTFT: 0.33
872,3.98,2.2,4.3,3.76,0.02,0.08,21,161,13,"ZD-Extort-2: 0.1111111111111111, 0.5|ZD-GTFT-2: 0.25, 0.5|Alternator|Soft Joss: 0.9|Evolved FSM 16|GTFT: 0.33|Suspicious Tit For Tat|Bully|Meta Winner: 11 players|Random: 0.5|Meta Mixer: 11 players|Anti Tit For Tat|DoubleCrosser: (D, D)"
873,3.97,0.5,4.27,2.04,0.04,0.06,98,136,13,"ZD-GTFT-2: 0.25, 0.5|Cooperator|ZD-Extort-2: 0.1111111111111111, 0.5|Meta Mixer: 12 players|Anti Tit For Tat|Win-Stay Lose-Shift|GTFT: 0.33|Alternator|Bully|Cycler DC|Evolved HMM 5|Tit For Tat|Grudger"
874,4.54,3.42,4.8,4.3,0.05,0.02,61,36,17,"Bully|Suspicious Tit For Tat|Grudger|ZD-Extort-2: 0.1111111111111111, 0.5|Tit For 2 Tats|Tit For Tat|Meta Mixer: 16 players|Defector|Cooperator|ZD-GTFT-2: 0.25, 0.5|Win-Stay Lose-Shift|Alternator|GTFT: 0.33|Soft Joss: 0.9|Win-Shift Lose-Stay: D|Random: 0.5|DoubleCrosser: (D, D)"
875,3.38,1.12,4.18,1.69,0.01,0.03,59,97,10,"Evolved HMM 5|Random: 0.5|Meta Winner: 9 players|Defector|Grudger|ZD-GTFT-2: 0.25, 0.5|Cooperator|Anti Tit For Tat|Suspicious Tit For Tat|Cycler DC"
876,4.38,2.03,4.49,3.07,0.08,0.09,70,125,8,"Soft Joss: 0.9|Alternator|Defector|ZD-GTFT-2: 0.25, 0.5|DoubleCrosser: (D, D)|Tit For 2 Tats|Evolved HMM 5|Meta Mixer: 7 players"
877,2.67,0.11,4.69,1.3,0.08,0.03,100,175,16,"Bully|Anti Tit For Tat|Cooperator|Soft Joss: 0.9|GTFT: 0.33|Suspicious Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)|Random: 0.5|Cycler DC|ZD-Extort-2: 0.1111111111111111, 0.5|Grudger|Alternator|Defector|Evolved HMM 5"
878,3.39,0.31,4.07,2.31,0.1,0.0,28,125,16,"Suspicious Tit For Tat|DoubleCrosser: (D, D)|Cycler DC|ZD-Extort-2: 0.1111111111111111, 0.5|Cooperator|Win-Shift Lose-Stay: D|Evolved HMM 5|GTFT: 0.33|Evolved FSM 16|Tit For Tat|Anti Tit For Tat|Random: 0.5|Win-Stay Lose-Shift|ZD-GTFT-2: 0.25, 0.5|Defector|Meta Winner: 15 players"
879,3.23,0.69,5.51,2.91,0.08,0.03,68,35,18,"Cooperator|Soft Joss: 0.9|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|Alternator|DoubleCrosser: (D, D)|Meta Winner: 16 players|Tit For 2 Tats|Anti Tit For Tat|Meta Mixer: 16 players|Evolved HMM 5|Cycler DC|ZD-GTFT-2: 0.25, 0.5|Random: 0.5|GTFT: 0.33|ZD-Extort-2: 0.1111111111111111, 0.5|Tit For Tat|Defector"
880,3.92,1.05,4.94,2.05,0.07,0.02,46,195,18,"Soft Joss: 0.9|Alternator|Win-Shift Lose-Stay: D|Cooperator|Tit For Tat|Meta Mixer: 17 players|ZD-Extort-2: 0.1111111111111111, 0.5|Win-Stay Lose-Shift|Anti Tit For Tat|Defector|Evolved HMM 5|Evolved FSM 16|Suspicious Tit For Tat|Random: 0.5|Bully|Cycler DC|DoubleCrosser: (D, D)|Grudger"
881,2.6,0.05,4.27,1.27,0.03,0.07,31,60,5,Evolved FSM 16|Anti Tit For Tat|Meta Mixer: 4 players|Grudger|Soft Joss: 0.9
882,3.46,2.26,4.11,2.7,0.03,0.06,30,70,14,"Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Bully|Anti Tit For Tat|Random: 0.5|Win-Stay Lose-Shift|Cooperator|GTFT: 0.33|Evolved FSM 16|DoubleCrosser: (D, D)|Cycler DC|Win-Shift Lose-Stay: D|Meta Winner: 13 players|Alternator"
883,4.33,1.92,5.17,2.58,0.1,0.09,83,105,9,"Defector|Meta Winner: 8 players|Grudger|Bully|Random: 0.5|Win-Stay Lose-Shift|Cycler DC|Evolved HMM 5|ZD-GTFT-2: 0.25, 0.5"
884,3.69,1.93,4.03,2.87,0.02,0.01,78,160,4,Anti Tit For Tat|Suspicious Tit For Tat|Win-Stay Lose-Shift|Tit For 2 Tats
885,3.1,1.27,4.02,1.94,0.01,0.09,14,9,22,"GTFT: 0.33|Tit For Tat|Tit For 2 Tats|DoubleCrosser: (D, D)|Cycler DC|Bully|Grudger|Cooperator|Suspicious Tit For Tat|Win-Shift Lose-Stay: D|Win-Stay Lose-Shift|Alternator|Meta Winner: 20 players|Defector|Meta Mixer: 20 players|Soft Joss: 0.9|ZD-GTFT-2: 0.25, 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|Random: 0.5|Evolved HMM 5|Evolved FSM 16|Anti Tit For Tat"
886,2.95,0.2,4.05,2.2,0.08,0.0,67,44,8,"Bully|Cooperator|Suspicious Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Tit For 2 Tats|Anti Tit For Tat|Random: 0.5|Soft Joss: 0.9"
887,2.84,0.15,4.15,1.26,0.08,0.03,100,199,11,"DoubleCrosser: (D, D)|Cooperator|Random: 0.5|Meta Mixer: 9 players|Defector|Bully|Evolved FSM 16|Meta Winner: 9 players|Alternator|Tit For Tat|Cycler DC"
888,3.06,0.44,4.61,3.03,0.02,0.03,26,48,14,"Cycler DC|Bully|Tit For 2 Tats|Alternator|Meta Winner: 12 players|GTFT: 0.33|Defector|Cooperator|Win-Stay Lose-Shift|ZD-GTFT-2: 0.25, 0.5|Anti Tit For Tat|Meta Mixer: 12 players|Evolved HMM 5|Evolved FSM 16"
889,4.15,1.67,4.61,3.51,0.02,0.06,36,173,8,"DoubleCrosser: (D, D)|Meta Mixer: 7 players|Grudger|GTFT: 0.33|Cooperator|Tit For Tat|Cycler DC|ZD-Extort-2: 0.1111111111111111, 0.5"
