run,R,S,T,P,noise,prob_end,repetitions,turns,n_strategies,selected_strategies
772,3.95,-0.82,4.1,0.48,0.07,0.05,27,104,13,"Tit For Tat|Anti Tit For Tat|DoubleCrosser: (D, D)|Meta Mixer: 11 players|Bully|Evolved HMM 5|Tit For 2 Tats|Win-Stay Lose-Shift|Win-Shift Lose-Stay: D|Meta Winner: 11 players|Defector|Suspicious Tit For Tat|Soft Joss: 0.9"
773,3.0,0.11,4.92,0.81,0.09,0.09,11,48,9,"Alternator|Meta Winner: 8 players|Cooperator|GTFT: 0.33|DoubleCrosser: (D, D)|Anti Tit For Tat|Win-Shift Lose-Stay: D|Bully|Win-Stay Lose-Shift"
774,2.99,0.65,5.27,1.46,0.06,0.1,63,1,9,Tit For 2 Tats|Grudger|Meta Mixer: 8 players|Cycler DC|Anti Tit For Tat|Random: 0.5|Evolved HMM 5|Win-Stay Lose-Shift|Soft Joss: 0.9
775,3.74,0.15,5.62,1.28,0.01,0.03,39,102,19,"Random: 0.5|GTFT: 0.33|Alternator|Cycler DC|DoubleCrosser: (D, D)|Cooperator|Bully|Grudger|Meta Winner: 17 players|Soft Joss: 0.9|Win-Stay Lose-Shift|Win-Shift Lose-Stay: D|Tit For 2 Tats|Evolved FSM 16|Anti Tit For Tat|Meta Mixer: 17 players|Tit For Tat|Defector|Evolved HMM 5"
776,3.66,0.56,5.49,1.26,0.03,0.05,60,110,16,"Anti Tit For Tat|Evolved HMM 5|Cooperator|Evolved FSM 16|Cycler DC|Suspicious Tit For Tat|Tit For 2 Tats|Alternator|DoubleCrosser: (D, D)|Meta Mixer: 15 players|Grudger|Win-Shift Lose-Stay: D|GTFT: 0.33|Bully|Tit For Tat|Defector"
777,2.91,0.49,4.31,0.64,0.01,0.02,37,66,13,"Grudger|Anti Tit For Tat|DoubleCrosser: (D, D)|Evolved HMM 5|Defector|Suspicious Tit For Tat|Win-Stay Lose-Shift|Meta Mixer: 11 players|Tit For Tat|GTFT: 0.33|Meta Winner: 11 players|Soft Joss: 0.9|Bully"
778,3.97,-0.42,5.24,1.66,0.1,0.01,48,142,3,Evolved HMM 5|Soft Joss: 0.9|Suspicious Tit For Tat
779,3.06,-0.58,5.47,0.81,0.06,0.06,25,14,6,Grudger|Soft Joss: 0.9|Alternator|Anti Tit For Tat|Meta Winner: 5 players|Win-Stay Lose-Shift
780,3.43,-0.49,5.87,0.91,0.08,0.04,86,181,16,"Meta Winner: 14 players|Meta Mixer: 14 players|Tit For 2 Tats|Win-Stay Lose-Shift|Soft Joss: 0.9|Anti Tit For Tat|Win-Shift Lose-Stay: D|Cycler DC|Bully|DoubleCrosser: (D, D)|Defector|Suspicious Tit For Tat|Cooperator|Random: 0.5|Grudger|Evolved FSM 16"
781,2.04,-0.38,4.21,1.0,0.06,0.1,34,45,9,"Cooperator|Defector|Tit For Tat|Win-Stay Lose-Shift|Cycler DC|Tit For 2 Tats|Suspicious Tit For Tat|DoubleCrosser: (D, D)|Evolved HMM 5"
782,3.88,0.4,5.12,0.82,0.1,0.05,60,164,6,"Soft Joss: 0.9|DoubleCrosser: (D, D)|Alternator|Meta Winner: 5 players|Defector|Grudger"
783,3.12,-0.54,4.43,1.99,0.06,0.03,94,155,14,"Tit For Tat|Evolved HMM 5|Cycler DC|Alternator|Win-Stay Lose-Shift|DoubleCrosser: (D, D)|Meta Mixer: 13 players|Defector|Suspicious Tit For Tat|GTFT: 0.33|Anti Tit For Tat|Bully|Grudger|Win-Shift Lose-Stay: D"
784,3.61,-0.19,4.06,1.57,0.08,0.05,28,112,11,Bully|Evolved FSM 16|Tit For 2 Tats|Meta Mixer: 10 players|Grudger|Suspicious Tit For Tat|GTFT: 0.33|Anti Tit For Tat|Cooperator|Alternator|Win-Shift Lose-Stay: D
785,2.85,0.37,4.96,1.34,0.01,0.02,77,81,13,Cooperator|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|Meta Mixer: 11 players|Tit For 2 Tats|Evolved HMM 5|Bully|Meta Winner: 11 players|Win-Stay Lose-Shift|Cycler DC|Soft Joss: 0.9|GTFT: 0.33|Alternator
786,3.34,0.2,4.0,1.03,0.09,0.04,17,30,15,"Evolved HMM 5|Suspicious Tit For Tat|Bully|Evolved FSM 16|Meta Mixer: 14 players|DoubleCrosser: (D, D)|Win-Stay Lose-Shift|Defector|Alternator|Grudger|Anti Tit For Tat|Random: 0.5|GTFT: 0.33|Cycler DC|Tit For 2 Tats"
787,2.91,0.73,4.64,1.55,0.05,0.09,66,165,16,"Cycler DC|Anti Tit For Tat|Grudger|Tit For Tat|Win-Shift Lose-Stay: D|Meta Winner: 14 players|Alternator|Evolved HMM 5|Tit For 2 Tats|Evolved FSM 16|Win-Stay Lose-Shift|Soft Joss: 0.9|Suspicious Tit For Tat|Meta Mixer: 14 players|DoubleCrosser: (D, D)|Cooperator"
788,3.45,-0.18,5.77,1.53,0.01,0.01,12,143,5,Random: 0.5|Meta Winner: 4 players|Tit For 2 Tats|Anti Tit For Tat|Defector
789,3.87,-0.47,4.05,1.35,0.1,0.02,68,60,5,Cycler DC|GTFT: 0.33|Grudger|Defector|Suspicious Tit For Tat
790,3.92,0.09,4.69,0.22,0.01,0.0,31,174,6,Bully|Defector|Alternator|Tit For 2 Tats|Cooperator|Random: 0.5
791,2.99,-0.31,4.26,1.15,0.01,0.02,19,171,20,"Win-Stay Lose-Shift|Meta Winner: 18 players|Win-Shift Lose-Stay: D|Anti Tit For Tat|Defector|DoubleCrosser: (D, D)|Meta Mixer: 18 players|Random: 0.5|Alternator|Bully|Suspicious Tit For Tat|Cycler DC|Grudger|Soft Joss: 0.9|Tit For Tat|Cooperator|GTFT: 0.33|Evolved HMM 5|Tit For 2 Tats|Evolved FSM 16"
792,3.36,-0.2,4.9,1.66,0.05,0.09,69,190,18,"Evolved HMM 5|Defector|Meta Mixer: 16 players|Bully|Alternator|DoubleCrosser: (D, D)|Meta Winner: 16 players|GTFT: 0.33|Anti Tit For Tat|Tit For Tat|Win-Stay Lose-Shift|Win-Shift Lose-Stay: D|Soft Joss: 0.9|Random: 0.5|Evolved FSM 16|Grudger|Tit For 2 Tats|Cooperator"
793,2.84,-0.32,5.86,1.15,0.08,0.08,97,156,17,"Tit For Tat|DoubleCrosser: (D, D)|Meta Winner: 15 players|Evolved FSM 16|Cooperator|Meta Mixer: 15 players|Win-Shift Lose-Stay: D|Bully|Soft Joss: 0.9|GTFT: 0.33|Defector|Suspicious Tit For Tat|Alternator|Tit For 2 Tats|Anti Tit For Tat|Cycler DC|Random: 0.5"
794,2.81,-0.71,4.47,1.56,0.08,0.04,10,97,20,"Cycler DC|Bully|Defector|Evolved FSM 16|Tit For Tat|GTFT: 0.33|Evolved HMM 5|DoubleCrosser: (D, D)|Soft Joss: 0.9|Meta Mixer: 18 players|Anti Tit For Tat|Suspicious Tit For Tat|Tit For 2 Tats|Alternator|Grudger|Meta Winner: 18 players|Cooperator|Win-Shift Lose-Stay: D|Win-Stay Lose-Shift|Random: 0.5"
795,3.46,0.54,5.14,1.05,0.02,0.1,27,84,15,"Soft Joss: 0.9|Anti Tit For Tat|Evolved FSM 16|Win-Shift Lose-Stay: D|Tit For Tat|Suspicious Tit For Tat|Win-Stay Lose-Shift|DoubleCrosser: (D, D)|Evolved HMM 5|Cycler DC|Grudger|Alternator|Bully|Meta Mixer: 14 players|Tit For 2 Tats"
796,3.6,0.38,5.7,1.9,0.02,0.08,65,185,11,"Evolved HMM 5|Win-Stay Lose-Shift|Cycler DC|Meta Mixer: 9 players|GTFT: 0.33|DoubleCrosser: (D, D)|Grudger|Meta Winner: 9 players|Win-Shift Lose-Stay: D|Soft Joss: 0.9|Anti Tit For Tat"
797,3.62,0.39,4.92,1.83,0.04,0.04,32,61,20,"Tit For 2 Tats|Soft Joss: 0.9|Meta Winner: 18 players|Random: 0.5|Suspicious Tit For Tat|Win-Shift Lose-Stay: D|Evolved FSM 16|GTFT: 0.33|Bully|Alternator|Win-Stay Lose-Shift|Tit For Tat|Cycler DC|Cooperator|DoubleCrosser: (D, D)|Meta Mixer: 18 players|Defector|Grudger|Anti Tit For Tat|Evolved HMM 5"
798,2.98,0.71,5.22,1.08,0.06,0.04,73,184,7,Cycler DC|GTFT: 0.33|Evolved HMM 5|Suspicious Tit For Tat|Random: 0.5|Grudger|Alternator
799,3.06,-1.0,5.58,1.36,0.06,0.07,40,95,4,Win-Shift Lose-Stay: D|Alternator|Grudger|Tit For 2 Tats
800,3.24,0.14,4.76,1.37,0.0,0.01,45,139,8,GTFT: 0.33|Grudger|Win-Shift Lose-Stay: D|Evolved FSM 16|Defector|Soft Joss: 0.9|Evolved HMM 5|Suspicious Tit For Tat
801,3.48,0.58,5.37,1.69,0.08,0.02,34,140,6,GTFT: 0.33|Tit For 2 Tats|Defector|Win-Shift Lose-Stay: D|Bully|Meta Winner: 5 players
802,2.66,-0.32,5.36,1.07,0.1,0.05,53,100,8,Meta Mixer: 6 players|Defector|Tit For 2 Tats|Tit For Tat|Evolved HMM 5|Meta Winner: 6 players|Win-Shift Lose-Stay: D|Win-Stay Lose-Shift
803,3.12,-0.27,5.01,0.78,0.1,0.05,43,99,20,"GTFT: 0.33|Alternator|Meta Winner: 18 players|Random: 0.5|Win-Stay Lose-Shift|DoubleCrosser: (D, D)|Cycler DC|Cooperator|Meta Mixer: 18 players|Tit For 2 Tats|Soft Joss: 0.9|Anti Tit For Tat|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|Grudger|Evolved FSM 16|Evolved HMM 5|Defector|Bully|Tit For Tat"
804,3.41,-0.46,5.04,1.16,0.0,0.08,36,101,12,"Bully|GTFT: 0.33|Win-Stay Lose-Shift|Soft Joss: 0.9|Cooperator|Defector|DoubleCrosser: (D, D)|Evolved HMM 5|Random: 0.5|Anti Tit For Tat|Grudger|Meta Winner: 11 players"
805,3.77,-0.05,4.73,1.64,0.08,0.05,40,110,17,"GTFT: 0.33|Anti Tit For Tat|Alternator|Win-Shift Lose-Stay: D|Cycler DC|Grudger|DoubleCrosser: (D, D)|Meta Winner: 15 players|Meta Mixer: 15 players|Random: 0.5|Soft Joss: 0.9|Evolved FSM 16|Defector|Win-Stay Lose-Shift|Cooperator|Tit For Tat|Evolved HMM 5"
806,3.05,0.21,5.39,1.12,0.08,0.08,10,70,14,"Cycler DC|Tit For Tat|Evolved HMM 5|Evolved FSM 16|Grudger|Suspicious Tit For Tat|Bully|DoubleCrosser: (D, D)|Defector|Win-Shift Lose-Stay: D|Soft Joss: 0.9|Win-Stay Lose-Shift|Alternator|Tit For 2 Tats"
807,3.17,0.51,5.73,0.83,0.05,0.03,31,36,18,"GTFT: 0.33|Evolved HMM 5|Meta Winner: 16 players|Win-Shift Lose-Stay: D|Evolved FSM 16|Grudger|Win-Stay Lose-Shift|Suspicious Tit For Tat|Defector|Soft Joss: 0.9|DoubleCrosser: (D, D)|Cycler DC|Bully|Meta Mixer: 16 players|Anti Tit For Tat|Tit For Tat|Alternator|Cooperator"
808,2.86,-0.73,5.62,0.66,0.09,0.09,15,40,12,Grudger|Tit For Tat|Meta Mixer: 10 players|Bully|Evolved FSM 16|Evolved HMM 5|GTFT: 0.33|Anti Tit For Tat|Defector|Meta Winner: 10 players|Tit For 2 Tats|Cooperator
809,2.68,-0.59,4.01,0.07,0.06,0.06,33,175,6,Win-Stay Lose-Shift|Meta Winner: 4 players|Meta Mixer: 4 players|Evolved HMM 5|Tit For 2 Tats|Suspicious Tit For Tat
810,3.99,-0.0,5.17,0.98,0.09,0.1,38,109,17,"Soft Joss: 0.9|Win-Stay Lose-Shift|DoubleCrosser: (D, D)|Cycler DC|Alternator|Bully|Defector|Win-Shift Lose-Stay: D|Grudger|Meta Winner: 15 players|Evolved FSM 16|Evolved HMM 5|Cooperator|Random: 0.5|Tit For 2 Tats|Anti Tit For Tat|Meta Mixer: 15 players"
811,3.62,-0.73,5.42,0.21,0.08,0.01,87,37,3,Win-Stay Lose-Shift|Bully|Anti Tit For Tat
812,2.32,-0.07,4.52,1.44,0.0,0.02,70,104,19,"Bully|Soft Joss: 0.9|Defector|Evolved FSM 16|Grudger|Tit For Tat|Meta Mixer: 18 players|Evolved HMM 5|Cycler DC|Tit For 2 Tats|Win-Shift Lose-Stay: D|Random: 0.5|DoubleCrosser: (D, D)|Anti Tit For Tat|Cooperator|Suspicious Tit For Tat|Alternator|Win-Stay Lose-Shift|GTFT: 0.33"
813,3.02,0.34,5.24,1.55,0.05,0.09,80,62,6,Tit For 2 Tats|Anti Tit For Tat|Evolved FSM 16|Defector|Soft Joss: 0.9|Meta Mixer: 5 players
814,3.43,0.13,4.89,0.43,0.06,0.02,13,84,8,"Defector|Cycler DC|Suspicious Tit For Tat|DoubleCrosser: (D, D)|Meta Winner: 7 players|Anti Tit For Tat|Grudger|Evolved FSM 16"
815,3.31,0.28,5.6,1.17,0.02,0.06,40,43,13,"Grudger|Tit For Tat|Evolved FSM 16|Suspicious Tit For Tat|GTFT: 0.33|Win-Shift Lose-Stay: D|Cycler DC|DoubleCrosser: (D, D)|Evolved HMM 5|Anti Tit For Tat|Meta Mixer: 12 players|Win-Stay Lose-Shift|Soft Joss: 0.9"
816,3.22,-0.64,5.55,1.45,0.04,0.08,84,113,3,Defector|Meta Mixer: 1 player|Meta Winner: 1 player
817,3.52,0.44,5.19,1.82,0.02,0.07,51,36,20,"Evolved HMM 5|Tit For Tat|Cycler DC|Evolved FSM 16|Alternator|Tit For 2 Tats|GTFT: 0.33|Soft Joss: 0.9|Anti Tit For Tat|Bully|Defector|Suspicious Tit For Tat|Random: 0.5|Meta Winner: 18 players|Grudger|Win-Stay Lose-Shift|Meta Mixer: 18 players|Cooperator|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)"
818,3.88,0.04,5.21,1.77,0.05,0.06,54,176,9,Grudger|Evolved HMM 5|Meta Winner: 8 players|Defector|Tit For Tat|GTFT: 0.33|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|Alternator
819,3.85,0.63,5.6,1.58,0.0,0.0,48,61,15,"Bully|Meta Mixer: 13 players|GTFT: 0.33|Cooperator|Soft Joss: 0.9|Anti Tit For Tat|Defector|Meta Winner: 13 players|Evolved HMM 5|Win-Stay Lose-Shift|Random: 0.5|Alternator|Tit For 2 Tats|DoubleCrosser: (D, D)|Cycler DC"
820,3.85,0.5,4.33,1.88,0.07,0.01,35,123,11,Evolved HMM 5|Suspicious Tit For Tat|Anti Tit For Tat|Meta Mixer: 9 players|Alternator|Win-Stay Lose-Shift|Meta Winner: 9 players|Tit For Tat|Evolved FSM 16|Cooperator|Soft Joss: 0.9
821,3.22,-0.2,5.0,0.23,0.06,0.07,24,54,8,"Cooperator|Soft Joss: 0.9|DoubleCrosser: (D, D)|Meta Mixer: 7 players|Cycler DC|Alternator|Anti Tit For Tat|Win-Stay Lose-Shift"
822,3.35,-0.23,5.54,0.23,0.01,0.09,15,31,4,Soft Joss: 0.9|Cycler DC|GTFT: 0.33|Evolved HMM 5
823,3.86,0.25,5.52,0.4,0.07,0.0,83,50,16,"Tit For 2 Tats|GTFT: 0.33|Suspicious Tit For Tat|Alternator|Defector|Tit For Tat|Meta Mixer: 15 players|DoubleCrosser: (D, D)|Cycler DC|Win-Shift Lose-Stay: D|Anti Tit For Tat|Bully|Grudger|Win-Stay Lose-Shift|Evolved HMM 5|Random: 0.5"
824,3.58,0.25,4.57,1.37,0.01,0.03,11,148,13,"Cycler DC|Meta Winner: 11 players|Win-Stay Lose-Shift|Tit For 2 Tats|Meta Mixer: 11 players|Alternator|DoubleCrosser: (D, D)|Evolved FSM 16|Cooperator|Defector|GTFT: 0.33|Suspicious Tit For Tat|Anti Tit For Tat"
825,3.14,0.56,5.43,0.69,0.06,0.08,22,59,17,"Cooperator|Cycler DC|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|DoubleCrosser: (D, D)|Soft Joss: 0.9|Defector|Evolved FSM 16|Random: 0.5|Tit For 2 Tats|Grudger|Evolved HMM 5|Meta Mixer: 16 players|GTFT: 0.33|Anti Tit For Tat|Win-Stay Lose-Shift|Alternator"
826,2.15,-0.69,4.52,1.49,0.01,0.05,16,109,6,Grudger|Defector|Random: 0.5|Tit For Tat|Evolved FSM 16|Cycler DC
827,2.86,-0.96,5.93,1.72,0.02,0.01,46,136,6,GTFT: 0.33|Meta Winner: 5 players|Win-Shift Lose-Stay: D|Defector|Alternator|Cooperator
828,3.73,-0.88,5.4,0.06,0.0,0.04,61,128,17,"Grudger|DoubleCrosser: (D, D)|Win-Stay Lose-Shift|Bully|Meta Winner: 16 players|Tit For Tat|Evolved FSM 16|GTFT: 0.33|Defector|Random: 0.5|Cycler DC|Suspicious Tit For Tat|Evolved HMM 5|Anti Tit For Tat|Soft Joss: 0.9|Cooperator|Alternator"
829,3.62,-0.99,4.27,0.92,0.0,0.01,25,132,6,"Anti Tit For Tat|Suspicious Tit For Tat|Alternator|DoubleCrosser: (D, D)|Tit For Tat|Meta Winner: 5 players"
830,2.55,-0.02,4.9,1.89,0.04,0.0,11,133,6,"Grudger|Soft Joss: 0.9|Cooperator|Cycler DC|Alternator|DoubleCrosser: (D, D)"
831,3.95,-0.07,5.44,1.41,0.02,0.0,67,27,10,"Anti Tit For Tat|Soft Joss: 0.9|Tit For Tat|GTFT: 0.33|Bully|Alternator|DoubleCrosser: (D, D)|Cycler DC|Defector|Win-Shift Lose-Stay: D"
832,2.98,-0.2,5.91,0.4,0.01,0.02,12,145,16,"Defector|Grudger|Evolved FSM 16|Evolved HMM 5|Meta Mixer: 15 players|Tit For Tat|Suspicious Tit For Tat|Random: 0.5|DoubleCrosser: (D, D)|Win-Stay Lose-Shift|Cycler DC|Soft Joss: 0.9|Alternator|Anti Tit For Tat|Win-Shift Lose-Stay: D|GTFT: 0.33"
833,2.4,0.74,4.01,1.34,0.02,0.04,66,66,16,"Tit For 2 Tats|DoubleCrosser: (D, D)|Cycler DC|Bully|Grudger|Win-Stay Lose-Shift|Anti Tit For Tat|Win-Shift Lose-Stay: D|Cooperator|Evolved HMM 5|Tit For Tat|Alternator|Meta Winner: 15 players|Soft Joss: 0.9|GTFT: 0.33|Random: 0.5"
834,2.14,-0.11,4.05,0.23,0.05,0.05,42,10,3,Win-Shift Lose-Stay: D|Meta Mixer: 2 players|Tit For Tat
835,3.72,-0.46,5.51,1.26,0.0,0.02,100,17,13,"Defector|Anti Tit For Tat|Win-Shift Lose-Stay: D|Evolved HMM 5|Meta Mixer: 12 players|Tit For 2 Tats|Win-Stay Lose-Shift|Cycler DC|GTFT: 0.33|DoubleCrosser: (D, D)|Tit For Tat|Suspicious Tit For Tat|Grudger"
836,3.3,0.18,5.28,0.4,0.07,0.08,58,155,20,"Win-Stay Lose-Shift|Cooperator|DoubleCrosser: (D, D)|Tit For 2 Tats|Meta Mixer: 18 players|Bully|Random: 0.5|Tit For Tat|Cycler DC|Alternator|Evolved HMM 5|Meta Winner: 18 players|Grudger|Anti Tit For Tat|Suspicious Tit For Tat|Defector|Soft Joss: 0.9|Win-Shift Lose-Stay: D|GTFT: 0.33|Evolved FSM 16"
837,3.93,0.19,5.47,1.34,0.06,0.09,88,115,3,Bully|Win-Shift Lose-Stay: D|Defector
838,3.7,-0.72,5.77,1.91,0.02,0.01,68,139,8,"Cooperator|Bully|DoubleCrosser: (D, D)|Anti Tit For Tat|Defector|GTFT: 0.33|Soft Joss: 0.9|Evolved FSM 16"
839,3.61,-0.81,4.05,1.26,0.09,0.09,20,61,14,Meta Winner: 12 players|Meta Mixer: 12 players|Evolved HMM 5|Evolved FSM 16|Soft Joss: 0.9|Random: 0.5|Bully|Anti Tit For Tat|Tit For 2 Tats|Tit For Tat|Alternator|Win-Shift Lose-Stay: D|Cycler DC|Defector
840,3.63,0.94,5.02,1.7,0.09,0.09,48,137,7,Defector|Cooperator|Soft Joss: 0.9|Grudger|Tit For Tat|Win-Stay Lose-Shift|Random: 0.5
841,2.05,-0.16,4.12,1.08,0.03,0.07,33,49,15,"Meta Mixer: 13 players|Bully|Win-Stay Lose-Shift|Tit For 2 Tats|Meta Winner: 13 players|Evolved HMM 5|GTFT: 0.33|DoubleCrosser: (D, D)|Anti Tit For Tat|Random: 0.5|Win-Shift Lose-Stay: D|Tit For Tat|Cycler DC|Suspicious Tit For Tat|Grudger"
842,2.85,-0.7,5.2,1.81,0.07,0.04,95,123,4,Win-Shift Lose-Stay: D|Anti Tit For Tat|Grudger|Tit For Tat
843,3.12,-0.25,5.38,0.67,0.01,0.09,84,169,15,"Defector|Win-Stay Lose-Shift|Anti Tit For Tat|DoubleCrosser: (D, D)|Meta Mixer: 14 players|Evolved HMM 5|Random: 0.5|Suspicious Tit For Tat|Tit For 2 Tats|Win-Shift Lose-Stay: D|Cooperator|Cycler DC|Grudger|Alternator|Bully"
844,2.62,-0.98,4.91,0.13,0.06,0.01,28,41,14,"Meta Mixer: 13 players|Tit For Tat|DoubleCrosser: (D, D)|Win-Shift Lose-Stay: D|Cycler DC|Alternator|Evolved HMM 5|Win-Stay Lose-Shift|Cooperator|Random: 0.5|Evolved FSM 16|Suspicious Tit For Tat|Grudger|GTFT: 0.33"
845,2.87,-0.21,4.08,1.97,0.02,0.1,77,114,5,"DoubleCrosser: (D, D)|Alternator|Bully|Evolved FSM 16|Win-Stay Lose-Shift"
846,2.47,-0.18,4.81,0.95,0.0,0.02,41,12,11,GTFT: 0.33|Evolved FSM 16|Evolved HMM 5|Cooperator|Tit For 2 Tats|Defector|Random: 0.5|Grudger|Alternator|Bully|Soft Joss: 0.9
847,2.56,-0.71,5.81,0.6,0.01,0.01,50,167,4,Suspicious Tit For Tat|Win-Stay Lose-Shift|Win-Shift Lose-Stay: D|Alternator
848,2.83,-0.06,5.58,1.69,0.07,0.09,18,198,19,"Cycler DC|Win-Shift Lose-Stay: D|Evolved FSM 16|Anti Tit For Tat|Alternator|DoubleCrosser: (D, D)|Suspicious Tit For Tat|Tit For Tat|Meta Mixer: 17 players|Bully|Evolved HMM 5|Meta Winner: 17 players|Win-Stay Lose-Shift|Cooperator|GTFT: 0.33|Soft Joss: 0.9|Random: 0.5|Grudger|Tit For 2 Tats"
849,3.84,0.89,5.25,1.25,0.05,0.06,78,159,10,Meta Mixer: 9 players|Tit For 2 Tats|Evolved FSM 16|Soft Joss: 0.9|Win-Stay Lose-Shift|Evolved HMM 5|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|Random: 0.5|Cycler DC
850,3.73,0.18,5.38,0.65,0.1,0.08,16,29,6,Meta Winner: 5 players|Cycler DC|Defector|Anti Tit For Tat|Random: 0.5|Evolved FSM 16
851,3.86,-0.91,4.49,1.78,0.01,0.05,64,175,4,Tit For Tat|Evolved FSM 16|Meta Mixer: 3 players|Tit For 2 Tats
852,2.63,0.42,4.41,0.82,0.01,0.05,43,84,14,Meta Winner: 13 players|Anti Tit For Tat|Tit For 2 Tats|Random: 0.5|Alternator|Evolved HMM 5|Soft Joss: 0.9|Win-Stay Lose-Shift|GTFT: 0.33|Grudger|Evolved FSM 16|Cycler DC|Bully|Tit For Tat
853,3.16,-0.41,5.06,0.36,0.04,0.04,45,190,20,"Meta Winner: 18 players|DoubleCrosser: (D, D)|Meta Mixer: 18 players|Random: 0.5|Evolved FSM 16|Alternator|Defector|Tit For 2 Tats|Suspicious Tit For Tat|Cycler DC|Bully|Soft Joss: 0.9|GTFT: 0.33|Win-Stay Lose-Shift|Cooperator|Grudger|Evolved HMM 5|Anti Tit For Tat|Tit For Tat|Win-Shift Lose-Stay: D"
854,3.57,-0.36,5.14,0.62,0.02,0.08,87,8,16,"Cycler DC|Tit For Tat|Grudger|Win-Shift Lose-Stay: D|Tit For 2 Tats|Soft Joss: 0.9|Suspicious Tit For Tat|Random: 0.5|Bully|GTFT: 0.33|Evolved FSM 16|DoubleCrosser: (D, D)|Defector|Meta Mixer: 15 players|Win-Stay Lose-Shift|Alternator"
855,3.27,-0.31,4.22,1.21,0.09,0.0,96,109,8,"Defector|Cooperator|Meta Winner: 7 players|Cycler DC|Win-Stay Lose-Shift|Bully|Tit For 2 Tats|DoubleCrosser: (D, D)"
856,3.93,0.31,4.9,0.96,0.03,0.01,50,157,5,Tit For 2 Tats|Alternator|Cooperator|Bully|Defector
857,2.99,-0.61,4.96,1.12,0.01,0.06,55,114,3,Win-Shift Lose-Stay: D|Soft Joss: 0.9|Cycler DC
858,2.82,-0.67,5.99,0.53,0.08,0.01,24,43,4,Suspicious Tit For Tat|Evolved HMM 5|Win-Shift Lose-Stay: D|Tit For Tat
859,3.77,-0.14,5.47,0.68,0.07,0.07,78,13,17,"Evolved FSM 16|Grudger|Defector|Meta Mixer: 15 players|Win-Shift Lose-Stay: D|Random: 0.5|Bully|Cycler DC|DoubleCrosser: (D, D)|Anti Tit For Tat|Soft Joss: 0.9|Cooperator|Meta Winner: 15 players|Evolved HMM 5|Suspicious Tit For Tat|Tit For Tat|Alternator"
860,3.89,0.31,4.06,0.51,0.03,0.05,28,51,5,Cooperator|Cycler DC|Suspicious Tit For Tat|Meta Mixer: 4 players|Soft Joss: 0.9
861,3.07,0.46,4.57,1.53,0.05,0.09,20,116,17,"Tit For 2 Tats|Suspicious Tit For Tat|Tit For Tat|Win-Stay Lose-Shift|Defector|Evolved FSM 16|Bully|Alternator|Cooperator|Win-Shift Lose-Stay: D|GTFT: 0.33|Meta Mixer: 15 players|DoubleCrosser: (D, D)|Evolved HMM 5|Meta Winner: 15 players|Grudger|Soft Joss: 0.9"
862,2.77,-0.92,5.21,0.49,0.03,0.06,14,99,10,"GTFT: 0.33|Evolved FSM 16|Evolved HMM 5|Cycler DC|Win-Shift Lose-Stay: D|Win-Stay Lose-Shift|Cooperator|Defector|DoubleCrosser: (D, D)|Meta Mixer: 9 players"
863,3.72,0.58,4.02,1.73,0.07,0.05,60,113,18,"Evolved HMM 5|Win-Stay Lose-Shift|Meta Winner: 17 players|Bully|DoubleCrosser: (D, D)|Defector|Evolved FSM 16|Cycler DC|Tit For 2 Tats|Grudger|Soft Joss: 0.9|GTFT: 0.33|Win-Shift Lose-Stay: D|Cooperator|Alternator|Tit For Tat|Anti Tit For Tat|Random: 0.5"
864,3.38,0.24,5.76,0.95,0.05,0.08,23,4,13,"Tit For Tat|Cooperator|Cycler DC|Soft Joss: 0.9|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)|Random: 0.5|Grudger|Suspicious Tit For Tat|Win-Stay Lose-Shift|GTFT: 0.33|Tit For 2 Tats|Bully"
865,3.53,-0.39,5.77,1.2,0.1,0.05,99,35,18,Cooperator|Win-Shift Lose-Stay: D|Soft Joss: 0.9|Cycler DC|Meta Mixer: 16 players|Suspicious Tit For Tat|Meta Winner: 16 players|Alternator|Anti Tit For Tat|Win-Stay Lose-Shift|Random: 0.5|Evolved FSM 16|Evolved HMM 5|Grudger|Bully|GTFT: 0.33|Tit For Tat|Defector
866,3.18,-0.53,5.3,0.33,0.06,0.01,24,166,20,"Random: 0.5|Alternator|Tit For 2 Tats|Defector|Suspicious Tit For Tat|Bully|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)|Meta Mixer: 18 players|Win-Stay Lose-Shift|Evolved FSM 16|Cooperator|Soft Joss: 0.9|Anti Tit For Tat|Grudger|Evolved HMM 5|Cycler DC|GTFT: 0.33|Tit For Tat|Meta Winner: 18 players"
867,2.76,-0.94,4.92,0.09,0.08,0.06,81,174,18,"Tit For 2 Tats|Cooperator|Alternator|Bully|Win-Stay Lose-Shift|Meta Mixer: 16 players|Defector|Suspicious Tit For Tat|Anti Tit For Tat|Cycler DC|Evolved FSM 16|Soft Joss: 0.9|GTFT: 0.33|Evolved HMM 5|DoubleCrosser: (D, D)|Grudger|Random: 0.5|Meta Winner: 16 players"
